Operation,Memory(KB),PolyModulusDegree,Scalar1,Scalar2,EncryptionTime(ms),OperationTime(ms),DecryptionTime(ms)
Cipher+Cipher,69680,1024,1,1,0.713455,0.016272,0.118467
Cipher*Cipher,69680,1024,1,1,0.713455,1.13305,0.128677
Cipher+Plain,69680,1024,1,1,0.713455,0.026038,0.082815
Cipher*Plain,69680,1024,1,1,0.713455,0.087939,0.082481
Plain+Cipher,69680,1024,1,1,0.713455,0.025889,0.083326
Plain*Cipher,69680,1024,1,1,0.713455,0.092069,0.082957
Cipher+Cipher,69680,1024,1,7,0.744575,0.005734,0.084437
Cipher*Cipher,69680,1024,1,7,0.744575,0.924945,0.105781
Cipher+Plain,69680,1024,1,7,0.744575,0.02568,0.082633
Cipher*Plain,69680,1024,1,7,0.744575,0.083193,0.082139
Plain+Cipher,69680,1024,1,7,0.744575,0.026045,0.083155
Plain*Cipher,69680,1024,1,7,0.744575,0.081996,0.082756
Cipher+Cipher,69680,1024,1,42,0.733712,0.005949,0.084054
Cipher*Cipher,69680,1024,1,42,0.733712,0.923797,0.10418
Cipher+Plain,69680,1024,1,42,0.733712,0.025465,0.083474
Cipher*Plain,69680,1024,1,42,0.733712,0.089268,0.082553
Plain+Cipher,69680,1024,1,42,0.733712,0.025334,0.084074
Plain*Cipher,69680,1024,1,42,0.733712,0.083554,0.083586
Cipher+Cipher,69680,1024,1,12345,0.732342,0.004908,0.083409
Cipher*Cipher,69680,1024,1,12345,0.732342,0.924687,0.104663
Cipher+Plain,69680,1024,1,12345,0.732342,0.025394,0.083743
Cipher*Plain,69680,1024,1,12345,0.732342,0.083173,0.082522
Plain+Cipher,69680,1024,1,12345,0.732342,0.025439,0.083724
Plain*Cipher,69680,1024,1,12345,0.732342,0.08303,0.083033
Cipher+Cipher,69680,1024,1,65536,0.73463,0.005473,0.082529
Cipher*Cipher,69680,1024,1,65536,0.73463,0.925107,0.10595
Cipher+Plain,69680,1024,1,65536,0.73463,0.025451,0.082109
Cipher*Plain,69680,1024,1,65536,0.73463,0.082333,0.086594
Plain+Cipher,69680,1024,1,65536,0.73463,0.026044,0.083239
Plain*Cipher,69680,1024,1,65536,0.73463,0.083584,0.083002
Cipher+Cipher,69680,1024,7,1,0.732992,0.004316,0.083701
Cipher*Cipher,69680,1024,7,1,0.732992,0.93867,0.103875
Cipher+Plain,69680,1024,7,1,0.732992,0.024681,0.079797
Cipher*Plain,69680,1024,7,1,0.732992,0.081212,0.081775
Plain+Cipher,69680,1024,7,1,0.732992,0.024776,0.079636
Plain*Cipher,69680,1024,7,1,0.732992,0.081211,0.081717
Cipher+Cipher,69680,1024,7,7,0.740486,0.004966,0.081965
Cipher*Cipher,69680,1024,7,7,0.740486,0.897951,0.060556
Cipher+Plain,69680,1024,7,7,0.740486,0.014833,0.044527
Cipher*Plain,69680,1024,7,7,0.740486,0.070892,0.043108
Plain+Cipher,69680,1024,7,7,0.740486,0.014432,0.043311
Plain*Cipher,69680,1024,7,7,0.740486,0.055967,0.043083
Cipher+Cipher,69680,1024,7,42,0.355417,0.00327,0.043837
Cipher*Cipher,69680,1024,7,42,0.355417,0.463285,0.058738
Cipher+Plain,69680,1024,7,42,0.355417,0.014419,0.048145
Cipher*Plain,69680,1024,7,42,0.355417,0.084675,0.043148
Plain+Cipher,69680,1024,7,42,0.355417,0.014531,0.043356
Plain*Cipher,69680,1024,7,42,0.355417,0.056942,0.043277
Cipher+Cipher,69680,1024,7,12345,0.354025,0.003182,0.04373
Cipher*Cipher,69680,1024,7,12345,0.354025,0.468154,0.05875
Cipher+Plain,69680,1024,7,12345,0.354025,0.014535,0.043296
Cipher*Plain,69680,1024,7,12345,0.354025,0.057106,0.043297
Plain+Cipher,69680,1024,7,12345,0.354025,0.014459,0.042984
Plain*Cipher,69680,1024,7,12345,0.354025,0.057118,0.043039
Cipher+Cipher,69680,1024,7,65536,0.352636,0.003185,0.043605
Cipher*Cipher,69680,1024,7,65536,0.352636,0.463345,0.058574
Cipher+Plain,69680,1024,7,65536,0.352636,0.01448,0.043298
Cipher*Plain,69680,1024,7,65536,0.352636,0.056816,0.043204
Plain+Cipher,69680,1024,7,65536,0.352636,0.014395,0.043422
Plain*Cipher,69680,1024,7,65536,0.352636,0.056639,0.043079
Cipher+Cipher,69680,1024,42,1,0.356901,0.00312,0.043653
Cipher*Cipher,69680,1024,42,1,0.356901,0.462632,0.058607
Cipher+Plain,69680,1024,42,1,0.356901,0.014568,0.043355
Cipher*Plain,69680,1024,42,1,0.356901,0.056941,0.043059
Plain+Cipher,69680,1024,42,1,0.356901,0.01437,0.046386
Plain*Cipher,69680,1024,42,1,0.356901,0.056961,0.043158
Cipher+Cipher,69680,1024,42,7,0.352321,0.003117,0.04367
Cipher*Cipher,69680,1024,42,7,0.352321,0.465809,0.058708
Cipher+Plain,69680,1024,42,7,0.352321,0.014482,0.043233
Cipher*Plain,69680,1024,42,7,0.352321,0.057146,0.043364
Plain+Cipher,69680,1024,42,7,0.352321,0.014415,0.043275
Plain*Cipher,69680,1024,42,7,0.352321,0.056991,0.043232
Cipher+Cipher,69680,1024,42,42,0.352937,0.003073,0.043735
Cipher*Cipher,69680,1024,42,42,0.352937,0.466405,0.05851
Cipher+Plain,69680,1024,42,42,0.352937,0.014522,0.043476
Cipher*Plain,69680,1024,42,42,0.352937,0.056819,0.043138
Plain+Cipher,69680,1024,42,42,0.352937,0.014429,0.04326
Plain*Cipher,69680,1024,42,42,0.352937,0.055922,0.043183
Cipher+Cipher,69680,1024,42,12345,0.355808,0.003145,0.04356
Cipher*Cipher,69680,1024,42,12345,0.355808,0.461762,0.058661
Cipher+Plain,69680,1024,42,12345,0.355808,0.014537,0.043628
Cipher*Plain,69680,1024,42,12345,0.355808,0.057009,0.043212
Plain+Cipher,69680,1024,42,12345,0.355808,0.014424,0.043449
Plain*Cipher,69680,1024,42,12345,0.355808,0.056742,0.043167
Cipher+Cipher,69680,1024,42,65536,0.357309,0.00315,0.043548
Cipher*Cipher,69680,1024,42,65536,0.357309,0.463142,0.058506
Cipher+Plain,69680,1024,42,65536,0.357309,0.01456,0.043255
Cipher*Plain,69680,1024,42,65536,0.357309,0.05983,0.043414
Plain+Cipher,69680,1024,42,65536,0.357309,0.014275,0.043167
Plain*Cipher,69680,1024,42,65536,0.357309,0.056907,0.043086
Cipher+Cipher,69680,1024,12345,1,0.35198,0.003114,0.043658
Cipher*Cipher,69680,1024,12345,1,0.35198,0.465593,0.058636
Cipher+Plain,69680,1024,12345,1,0.35198,0.014493,0.043182
Cipher*Plain,69680,1024,12345,1,0.35198,0.056778,0.043275
Plain+Cipher,69680,1024,12345,1,0.35198,0.014358,0.043151
Plain*Cipher,69680,1024,12345,1,0.35198,0.056979,0.043076
Cipher+Cipher,69680,1024,12345,7,0.352853,0.003113,0.043958
Cipher*Cipher,69680,1024,12345,7,0.352853,0.465806,0.058741
Cipher+Plain,69680,1024,12345,7,0.352853,0.014471,0.04339
Cipher*Plain,69680,1024,12345,7,0.352853,0.056707,0.043454
Plain+Cipher,69680,1024,12345,7,0.352853,0.014361,0.04322
Plain*Cipher,69680,1024,12345,7,0.352853,0.056737,0.043297
Cipher+Cipher,69680,1024,12345,42,0.356891,0.003145,0.043687
Cipher*Cipher,69680,1024,12345,42,0.356891,0.462463,0.058617
Cipher+Plain,69680,1024,12345,42,0.356891,0.014514,0.043554
Cipher*Plain,69680,1024,12345,42,0.356891,0.056868,0.043423
Plain+Cipher,69680,1024,12345,42,0.356891,0.014418,0.04328
Plain*Cipher,69680,1024,12345,42,0.356891,0.056956,0.045783
Cipher+Cipher,69680,1024,12345,12345,0.352739,0.003126,0.043796
Cipher*Cipher,69680,1024,12345,12345,0.352739,0.463435,0.058526
Cipher+Plain,69680,1024,12345,12345,0.352739,0.014436,0.046353
Cipher*Plain,69680,1024,12345,12345,0.352739,0.05692,0.043248
Plain+Cipher,69680,1024,12345,12345,0.352739,0.014375,0.043224
Plain*Cipher,69680,1024,12345,12345,0.352739,0.055959,0.043009
Cipher+Cipher,69680,1024,12345,65536,0.352905,0.003084,0.043735
Cipher*Cipher,69680,1024,12345,65536,0.352905,0.465254,0.085997
Cipher+Plain,69680,1024,12345,65536,0.352905,0.014564,0.043273
Cipher*Plain,69680,1024,12345,65536,0.352905,0.057077,0.043149
Plain+Cipher,69680,1024,12345,65536,0.352905,0.014399,0.043274
Plain*Cipher,69680,1024,12345,65536,0.352905,0.057119,0.043158
Cipher+Cipher,69680,1024,65536,1,0.352773,0.003115,0.046553
Cipher*Cipher,69680,1024,65536,1,0.352773,0.46297,0.058617
Cipher+Plain,69680,1024,65536,1,0.352773,0.01453,0.04309
Cipher*Plain,69680,1024,65536,1,0.352773,0.056947,0.043138
Plain+Cipher,69680,1024,65536,1,0.352773,0.014373,0.043355
Plain*Cipher,69680,1024,65536,1,0.352773,0.056993,0.043185
Cipher+Cipher,69680,1024,65536,7,0.356188,0.003123,0.043726
Cipher*Cipher,69680,1024,65536,7,0.356188,0.462965,0.058465
Cipher+Plain,69680,1024,65536,7,0.356188,0.014475,0.043095
Cipher*Plain,69680,1024,65536,7,0.356188,0.05694,0.04308
Plain+Cipher,69680,1024,65536,7,0.356188,0.014375,0.045771
Plain*Cipher,69680,1024,65536,7,0.356188,0.056929,0.043175
Cipher+Cipher,69680,1024,65536,42,0.354336,0.00311,0.04367
Cipher*Cipher,69680,1024,65536,42,0.354336,0.465615,0.058671
Cipher+Plain,69680,1024,65536,42,0.354336,0.014437,0.043183
Cipher*Plain,69680,1024,65536,42,0.354336,0.057036,0.043114
Plain+Cipher,69680,1024,65536,42,0.354336,0.014472,0.043231
Plain*Cipher,69680,1024,65536,42,0.354336,0.056721,0.043234
Cipher+Cipher,69680,1024,65536,12345,0.353572,0.003138,0.043642
Cipher*Cipher,69680,1024,65536,12345,0.353572,0.495873,0.05899
Cipher+Plain,69680,1024,65536,12345,0.353572,0.014559,0.043298
Cipher*Plain,69680,1024,65536,12345,0.353572,0.057292,0.04322
Plain+Cipher,69680,1024,65536,12345,0.353572,0.014507,0.043398
Plain*Cipher,69680,1024,65536,12345,0.353572,0.056576,0.04333
Cipher+Cipher,69680,1024,65536,65536,0.35821,0.003202,0.043818
Cipher*Cipher,69680,1024,65536,65536,0.35821,0.462712,0.058575
Cipher+Plain,69680,1024,65536,65536,0.35821,0.014552,0.04333
Cipher*Plain,69680,1024,65536,65536,0.35821,0.056925,0.04328
Plain+Cipher,69680,1024,65536,65536,0.35821,0.014468,0.04335
Plain*Cipher,69680,1024,65536,65536,0.35821,0.055481,0.046092
Cipher+Cipher,69680,2048,1,1,0.724872,0.017978,0.11526
Cipher*Cipher,69680,2048,1,1,0.724872,1.15732,0.143763
Cipher+Plain,69680,2048,1,1,0.724872,0.029336,0.088505
Cipher*Plain,69680,2048,1,1,0.724872,0.151526,0.088577
Plain+Cipher,69680,2048,1,1,0.724872,0.029109,0.088431
Plain*Cipher,69680,2048,1,1,0.724872,0.131888,0.088211
Cipher+Cipher,69680,2048,1,7,0.699483,0.006274,0.088923
Cipher*Cipher,69680,2048,1,7,0.699483,0.993378,0.120719
Cipher+Plain,69680,2048,1,7,0.699483,0.029112,0.088525
Cipher*Plain,69680,2048,1,7,0.699483,0.120768,0.088406
Plain+Cipher,69680,2048,1,7,0.699483,0.028893,0.088825
Plain*Cipher,69680,2048,1,7,0.699483,0.150326,0.088611
Cipher+Cipher,69680,2048,1,42,0.655144,0.006286,0.088732
Cipher*Cipher,69680,2048,1,42,0.655144,1.04931,0.133422
Cipher+Plain,69680,2048,1,42,0.655144,0.029067,0.088606
Cipher*Plain,69680,2048,1,42,0.655144,0.120636,0.088352
Plain+Cipher,69680,2048,1,42,0.655144,0.029001,0.088496
Plain*Cipher,69680,2048,1,42,0.655144,0.12061,0.088351
Cipher+Cipher,69680,2048,1,12345,0.717277,0.0063,0.089289
Cipher*Cipher,69680,2048,1,12345,0.717277,0.990429,0.120512
Cipher+Plain,69680,2048,1,12345,0.717277,0.029042,0.088868
Cipher*Plain,69680,2048,1,12345,0.717277,0.150607,0.088359
Plain+Cipher,69680,2048,1,12345,0.717277,0.028963,0.088425
Plain*Cipher,69680,2048,1,12345,0.717277,0.120435,0.088155
Cipher+Cipher,69680,2048,1,65536,0.686396,0.006226,0.088966
Cipher*Cipher,69680,2048,1,65536,0.686396,0.993495,0.120594
Cipher+Plain,69680,2048,1,65536,0.686396,0.02894,0.088617
Cipher*Plain,69680,2048,1,65536,0.686396,0.120061,0.088369
Plain+Cipher,69680,2048,1,65536,0.686396,0.028791,0.0885
Plain*Cipher,69680,2048,1,65536,0.686396,0.120769,0.09113
Cipher+Cipher,69680,2048,7,1,0.655464,0.006332,0.088795
Cipher*Cipher,69680,2048,7,1,0.655464,0.96508,0.120539
Cipher+Plain,69680,2048,7,1,0.655464,0.02888,0.09103
Cipher*Plain,69680,2048,7,1,0.655464,0.121119,0.088453
Plain+Cipher,69680,2048,7,1,0.655464,0.028814,0.08864
Plain*Cipher,69680,2048,7,1,0.655464,0.120475,0.088828
Cipher+Cipher,69680,2048,7,7,0.658522,0.006292,0.089229
Cipher*Cipher,69680,2048,7,7,0.658522,0.96723,0.120137
Cipher+Plain,69680,2048,7,7,0.658522,0.028833,0.088526
Cipher*Plain,69680,2048,7,7,0.658522,0.120601,0.088209
Plain+Cipher,69680,2048,7,7,0.658522,0.028791,0.088639
Plain*Cipher,69680,2048,7,7,0.658522,0.122418,0.088466
Cipher+Cipher,69680,2048,7,42,0.656892,0.00627,0.089049
Cipher*Cipher,69680,2048,7,42,0.656892,1.09945,0.124133
Cipher+Plain,69680,2048,7,42,0.656892,0.029844,0.090623
Cipher*Plain,69680,2048,7,42,0.656892,0.123554,0.090286
Plain+Cipher,69680,2048,7,42,0.656892,0.029796,0.09095
Plain*Cipher,69680,2048,7,42,0.656892,0.123185,0.090514
Cipher+Cipher,69680,2048,7,12345,0.689327,0.006681,0.09135
Cipher*Cipher,69680,2048,7,12345,0.689327,1.0134,0.12434
Cipher+Plain,69680,2048,7,12345,0.689327,0.030004,0.091112
Cipher*Plain,69680,2048,7,12345,0.689327,0.156142,0.107153
Plain+Cipher,69680,2048,7,12345,0.689327,0.030294,0.091118
Plain*Cipher,69680,2048,7,12345,0.689327,0.123753,0.09057
Cipher+Cipher,69680,2048,7,65536,0.700189,0.007056,0.091473
Cipher*Cipher,69680,2048,7,65536,0.700189,1.05717,0.120762
Cipher+Plain,69680,2048,7,65536,0.700189,0.0291,0.088539
Cipher*Plain,69680,2048,7,65536,0.700189,0.120864,0.088358
Plain+Cipher,69680,2048,7,65536,0.700189,0.028793,0.119865
Plain*Cipher,69680,2048,7,65536,0.700189,0.120748,0.088455
Cipher+Cipher,69680,2048,42,1,1.19877,0.008677,0.163989
Cipher*Cipher,69680,2048,42,1,1.19877,1.96146,0.209114
Cipher+Plain,69680,2048,42,1,1.19877,0.049858,0.197707
Cipher*Plain,69680,2048,42,1,1.19877,0.170777,0.164695
Plain+Cipher,69680,2048,42,1,1.19877,0.049196,0.163354
Plain*Cipher,69680,2048,42,1,1.19877,0.171113,0.214644
Cipher+Cipher,69680,2048,42,7,1.42208,0.008364,0.164705
Cipher*Cipher,69680,2048,42,7,1.42208,1.90288,0.209258
Cipher+Plain,69680,2048,42,7,1.42208,0.049508,0.227728
Cipher*Plain,69680,2048,42,7,1.42208,0.171349,0.163984
Plain+Cipher,69680,2048,42,7,1.42208,0.04898,0.16358
Plain*Cipher,69680,2048,42,7,1.42208,0.169733,0.226357
Cipher+Cipher,69680,2048,42,42,1.38915,0.009342,0.164428
Cipher*Cipher,69680,2048,42,42,1.38915,1.93019,0.209588
Cipher+Plain,69680,2048,42,42,1.38915,0.0492,0.226356
Cipher*Plain,69680,2048,42,42,1.38915,0.170209,0.164603
Plain+Cipher,69680,2048,42,42,1.38915,0.049537,0.164276
Plain*Cipher,69680,2048,42,42,1.38915,0.169129,0.227627
Cipher+Cipher,69680,2048,42,12345,1.28453,0.009926,0.169663
Cipher*Cipher,69680,2048,42,12345,1.28453,1.88816,0.214683
Cipher+Plain,69680,2048,42,12345,1.28453,0.051403,0.172259
Cipher*Plain,69680,2048,42,12345,1.28453,0.217515,0.168125
Plain+Cipher,69680,2048,42,12345,1.28453,0.050658,0.16754
Plain*Cipher,69680,2048,42,12345,1.28453,0.175801,0.168981
Cipher+Cipher,69680,2048,42,65536,1.37309,0.009209,0.170322
Cipher*Cipher,69680,2048,42,65536,1.37309,1.88856,0.214857
Cipher+Plain,69680,2048,42,65536,1.37309,0.050709,0.167651
Cipher*Plain,69680,2048,42,65536,1.37309,0.180171,0.169011
Plain+Cipher,69680,2048,42,65536,1.37309,0.051349,0.168604
Plain*Cipher,69680,2048,42,65536,1.37309,0.175977,0.167982
Cipher+Cipher,69680,2048,12345,1,1.3842,0.008753,0.1653
Cipher*Cipher,69680,2048,12345,1,1.3842,1.86635,0.227569
Cipher+Plain,69680,2048,12345,1,1.3842,0.050544,0.166871
Cipher*Plain,69680,2048,12345,1,1.3842,0.176507,0.17199
Plain+Cipher,69680,2048,12345,1,1.3842,0.050728,0.16936
Plain*Cipher,69680,2048,12345,1,1.3842,0.175889,0.169506
Cipher+Cipher,69680,2048,12345,7,1.04944,0.007098,0.092279
Cipher*Cipher,69680,2048,12345,7,1.04944,1.06256,0.124675
Cipher+Plain,69680,2048,12345,7,1.04944,0.030413,0.091204
Cipher*Plain,69680,2048,12345,7,1.04944,0.12406,0.090833
Plain+Cipher,69680,2048,12345,7,1.04944,0.030339,0.090892
Plain*Cipher,69680,2048,12345,7,1.04944,0.123495,0.090301
Cipher+Cipher,69680,2048,12345,42,0.71198,0.006832,0.091226
Cipher*Cipher,69680,2048,12345,42,0.71198,1.03448,0.137258
Cipher+Plain,69680,2048,12345,42,0.71198,0.030063,0.109333
Cipher*Plain,69680,2048,12345,42,0.71198,0.130686,0.090882
Plain+Cipher,69680,2048,12345,42,0.71198,0.029828,0.103991
Plain*Cipher,69680,2048,12345,42,0.71198,0.206864,0.232284
Cipher+Cipher,69680,2048,12345,12345,1.21799,0.007405,0.136066
Cipher*Cipher,69680,2048,12345,12345,1.21799,1.32858,0.131167
Cipher+Plain,69680,2048,12345,12345,1.21799,0.029977,0.091137
Cipher*Plain,69680,2048,12345,12345,1.21799,0.124036,0.097757
Plain+Cipher,69680,2048,12345,12345,1.21799,0.029776,0.0906
Plain*Cipher,69680,2048,12345,12345,1.21799,0.123048,0.090494
Cipher+Cipher,69680,2048,12345,65536,0.686762,0.006669,0.091638
Cipher*Cipher,69680,2048,12345,65536,0.686762,1.033,0.153891
Cipher+Plain,69680,2048,12345,65536,0.686762,0.029998,0.090634
Cipher*Plain,69680,2048,12345,65536,0.686762,0.124003,0.090602
Plain+Cipher,69680,2048,12345,65536,0.686762,0.029904,0.090589
Plain*Cipher,69680,2048,12345,65536,0.686762,0.127124,0.090621
Cipher+Cipher,69680,2048,65536,1,0.676526,0.006471,0.09112
Cipher*Cipher,69680,2048,65536,1,0.676526,0.987972,0.134404
Cipher+Plain,69680,2048,65536,1,0.676526,0.02991,0.09093
Cipher*Plain,69680,2048,65536,1,0.676526,0.124047,0.090591
Plain+Cipher,69680,2048,65536,1,0.676526,0.029647,0.090759
Plain*Cipher,69680,2048,65536,1,0.676526,0.123505,0.090323
Cipher+Cipher,69680,2048,65536,7,0.720434,0.00655,0.091228
Cipher*Cipher,69680,2048,65536,7,0.720434,0.99165,0.123336
Cipher+Plain,69680,2048,65536,7,0.720434,0.029897,0.090812
Cipher*Plain,69680,2048,65536,7,0.720434,0.123416,0.097023
Plain+Cipher,69680,2048,65536,7,0.720434,0.029713,0.090694
Plain*Cipher,69680,2048,65536,7,0.720434,0.123909,0.090649
Cipher+Cipher,69680,2048,65536,42,0.68438,0.00658,0.091238
Cipher*Cipher,69680,2048,65536,42,0.68438,1.25321,0.134804
Cipher+Plain,69680,2048,65536,42,0.68438,0.029926,0.090719
Cipher*Plain,69680,2048,65536,42,0.68438,0.124057,0.090435
Plain+Cipher,69680,2048,65536,42,0.68438,0.02965,0.097297
Plain*Cipher,69680,2048,65536,42,0.68438,0.123902,0.090535
Cipher+Cipher,69680,2048,65536,12345,0.689646,0.007007,0.091142
Cipher*Cipher,69680,2048,65536,12345,0.689646,1.00171,0.123779
Cipher+Plain,69680,2048,65536,12345,0.689646,0.029918,0.090959
Cipher*Plain,69680,2048,65536,12345,0.689646,0.123936,0.090589
Plain+Cipher,69680,2048,65536,12345,0.689646,0.029825,0.090847
Plain*Cipher,69680,2048,65536,12345,0.689646,0.123459,0.090745
Cipher+Cipher,69680,2048,65536,65536,0.720785,0.006634,0.091516
Cipher*Cipher,69680,2048,65536,65536,0.720785,0.992879,0.123558
Cipher+Plain,69680,2048,65536,65536,0.720785,0.030042,0.098185
Cipher*Plain,69680,2048,65536,65536,0.720785,0.123774,0.090355
Plain+Cipher,69680,2048,65536,65536,0.720785,0.029667,0.090868
Plain*Cipher,69680,2048,65536,65536,0.720785,0.122657,0.090544
Cipher+Cipher,69680,4096,1,1,2.57868,0.073376,0.402707
Cipher*Cipher,69680,4096,1,1,2.57868,3.91759,0.621215
Cipher+Plain,69680,4096,1,1,2.57868,0.076243,0.316309
Cipher*Plain,69680,4096,1,1,2.57868,0.537048,0.309551
Plain+Cipher,69680,4096,1,1,2.57868,0.075804,0.305703
Plain*Cipher,69680,4096,1,1,2.57868,0.577069,0.30555
Cipher+Cipher,69680,4096,1,7,2.28094,0.024374,0.312676
Cipher*Cipher,69680,4096,1,7,2.28094,3.33409,0.442226
Cipher+Plain,69680,4096,1,7,2.28094,0.075673,0.444079
Cipher*Plain,69680,4096,1,7,2.28094,0.536802,0.320269
Plain+Cipher,69680,4096,1,7,2.28094,0.076531,0.313584
Plain*Cipher,69680,4096,1,7,2.28094,0.531539,0.305773
Cipher+Cipher,69680,4096,1,42,2.27883,0.024612,0.317472
Cipher*Cipher,69680,4096,1,42,2.27883,3.41009,0.478727
Cipher+Plain,69680,4096,1,42,2.27883,0.074031,0.300139
Cipher*Plain,69680,4096,1,42,2.27883,0.517107,0.303154
Plain+Cipher,69680,4096,1,42,2.27883,0.073538,0.298876
Plain*Cipher,69680,4096,1,42,2.27883,0.509311,0.298144
Cipher+Cipher,69680,4096,1,12345,2.1983,0.023853,0.302778
Cipher*Cipher,69680,4096,1,12345,2.1983,3.49676,0.444182
Cipher+Plain,69680,4096,1,12345,2.1983,0.073551,0.298766
Cipher*Plain,69680,4096,1,12345,2.1983,0.508094,0.301353
Plain+Cipher,69680,4096,1,12345,2.1983,0.073746,0.298699
Plain*Cipher,69680,4096,1,12345,2.1983,0.569521,0.317754
Cipher+Cipher,69680,4096,1,65536,2.1695,0.023816,0.302846
Cipher*Cipher,69680,4096,1,65536,2.1695,3.52558,0.461487
Cipher+Plain,69680,4096,1,65536,2.1695,0.074399,0.298469
Cipher*Plain,69680,4096,1,65536,2.1695,0.508393,0.302032
Plain+Cipher,69680,4096,1,65536,2.1695,0.073242,0.29902
Plain*Cipher,69680,4096,1,65536,2.1695,0.509575,0.29859
Cipher+Cipher,69680,4096,7,1,2.30664,0.023828,0.309563
Cipher*Cipher,69680,4096,7,1,2.30664,3.27465,0.431438
Cipher+Plain,69680,4096,7,1,2.30664,0.074212,0.370599
Cipher*Plain,69680,4096,7,1,2.30664,0.542344,0.303825
Plain+Cipher,69680,4096,7,1,2.30664,0.073446,0.299205
Plain*Cipher,69680,4096,7,1,2.30664,0.511632,0.298488
Cipher+Cipher,69680,4096,7,7,2.75515,0.025145,0.523514
Cipher*Cipher,69680,4096,7,7,2.75515,3.79993,0.446194
Cipher+Plain,69680,4096,7,7,2.75515,0.111143,0.374657
Cipher*Plain,69680,4096,7,7,2.75515,0.763273,0.455097
Plain+Cipher,69680,4096,7,7,2.75515,0.107923,0.431139
Plain*Cipher,69680,4096,7,7,2.75515,0.526412,0.329947
Cipher+Cipher,69680,4096,7,42,2.70501,0.025694,0.355427
Cipher*Cipher,69680,4096,7,42,2.70501,4.59448,0.454772
Cipher+Plain,69680,4096,7,42,2.70501,0.078302,0.306585
Cipher*Plain,69680,4096,7,42,2.70501,0.527429,0.306016
Plain+Cipher,69680,4096,7,42,2.70501,0.082962,0.305523
Plain*Cipher,69680,4096,7,42,2.70501,0.527764,0.305707
Cipher+Cipher,69680,4096,7,12345,2.27495,0.025291,0.307618
Cipher*Cipher,69680,4096,7,12345,2.27495,3.36438,0.44642
Cipher+Plain,69680,4096,7,12345,2.27495,0.080474,0.435541
Cipher*Plain,69680,4096,7,12345,2.27495,0.621889,0.322823
Plain+Cipher,69680,4096,7,12345,2.27495,0.076662,0.373915
Plain*Cipher,69680,4096,7,12345,2.27495,0.530153,0.311481
Cipher+Cipher,69680,4096,7,65536,2.2558,0.024729,0.308328
Cipher*Cipher,69680,4096,7,65536,2.2558,3.32762,0.444541
Cipher+Plain,69680,4096,7,65536,2.2558,0.075357,0.306358
Cipher*Plain,69680,4096,7,65536,2.2558,0.528065,0.306317
Plain+Cipher,69680,4096,7,65536,2.2558,0.075032,0.309408
Plain*Cipher,69680,4096,7,65536,2.2558,0.519392,0.306179
Cipher+Cipher,69680,4096,42,1,2.25216,0.024315,0.307368
Cipher*Cipher,69680,4096,42,1,2.25216,3.55961,0.457468
Cipher+Plain,69680,4096,42,1,2.25216,0.076433,0.385532
Cipher*Plain,69680,4096,42,1,2.25216,0.530888,0.30565
Plain+Cipher,69680,4096,42,1,2.25216,0.084686,0.306495
Plain*Cipher,69680,4096,42,1,2.25216,0.521324,0.313483
Cipher+Cipher,69680,4096,42,7,2.28677,0.024972,0.307416
Cipher*Cipher,69680,4096,42,7,2.28677,3.32993,0.443197
Cipher+Plain,69680,4096,42,7,2.28677,0.075106,0.309618
Cipher*Plain,69680,4096,42,7,2.28677,0.520429,0.305651
Plain+Cipher,69680,4096,42,7,2.28677,0.074822,0.313859
Plain*Cipher,69680,4096,42,7,2.28677,0.532377,0.317014
Cipher+Cipher,69680,4096,42,42,2.23246,0.02426,0.306999
Cipher*Cipher,69680,4096,42,42,2.23246,4.39548,0.534519
Cipher+Plain,69680,4096,42,42,2.23246,0.108423,0.343384
Cipher*Plain,69680,4096,42,42,2.23246,0.523168,0.311527
Plain+Cipher,69680,4096,42,42,2.23246,0.08462,0.306433
Plain*Cipher,69680,4096,42,42,2.23246,0.521945,0.312023
Cipher+Cipher,69680,4096,42,12345,2.31005,0.027592,0.314042
Cipher*Cipher,69680,4096,42,12345,2.31005,3.39706,0.442549
Cipher+Plain,69680,4096,42,12345,2.31005,0.07523,0.312805
Cipher*Plain,69680,4096,42,12345,2.31005,0.519854,0.315285
Plain+Cipher,69680,4096,42,12345,2.31005,0.080141,0.306468
Plain*Cipher,69680,4096,42,12345,2.31005,0.520327,0.346043
Cipher+Cipher,69680,4096,42,65536,2.69294,0.025834,0.398269
Cipher*Cipher,69680,4096,42,65536,2.69294,3.52756,0.443558
Cipher+Plain,69680,4096,42,65536,2.69294,0.076004,0.306718
Cipher*Plain,69680,4096,42,65536,2.69294,0.524778,0.305911
Plain+Cipher,69680,4096,42,65536,2.69294,0.080736,0.351993
Plain*Cipher,69680,4096,42,65536,2.69294,0.519819,0.311395
Cipher+Cipher,69680,4096,12345,1,2.2507,0.038156,0.308112
Cipher*Cipher,69680,4096,12345,1,2.2507,3.38587,0.44236
Cipher+Plain,69680,4096,12345,1,2.2507,0.08031,0.305716
Cipher*Plain,69680,4096,12345,1,2.2507,0.524158,0.305518
Plain+Cipher,69680,4096,12345,1,2.2507,0.075006,0.348139
Plain*Cipher,69680,4096,12345,1,2.2507,0.655886,0.348612
Cipher+Cipher,69680,4096,12345,7,2.86958,0.025679,0.311243
